station_nu,5001625,5001627,5001640,5001645,5001650,5001655,5001660,5001670,5001673,5002643,5002650,5002660,5002677,5002690,5101675,5302620,4003650,4006680,4008670,4009610,4009630,4009670
5001625,0,0,5.594585105812177,9.507023081742451,0,0,15.792833140094864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001627,0,0,5.715746064087162,9.487849634803023,0,0,15.417842753846495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001640,0,0,0,3.917060687445538,0,0,10.385917547036058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001645,0,0,0,0,0,0,6.674358942907957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001650,0,0,0,0,0,0,0,8.01474333,5.297696277390031,0,0,0,0,0,0,0,0,0,0,0,0,0
5001655,0,0,0,0,0,0,1.4337209193022207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001670,0,0,0,0,8.01474333,0,0,0,2.9675456635170736,0,0,0,0,0,0,0,0,0,0,0,0,0
5001673,0,0,0,0,5.297696277390031,0,0,2.9675456635170736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002643,0,0,0,0,0,0,0,0,0,0,2.925647545,10.824818572625276,0,18.549088187052565,0,0,0,0,0,0,0,0
5002650,0,0,0,0,0,0,0,0,0,0,0,7.907645917593142,0,15.738311352733039,0,0,0,0,0,0,0,0
5002660,0,0,0,0,0,0,0,0,0,0,0,0,0,8.971319168753974,0,0,0,0,0,0,0,0
5002677,0,0,0,0,0,0,0,0,0,0,0,0,0,9.996449986808576,0,0,0,0,0,0,0,0
5002690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5302620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.309548214521854,0,36.58851099851725,39.278406417226044,0
4006680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.656020881,18.455506176707377,0
4008670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.762947987659595,21.433827206194113,0
4009610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.779495809186367,0
4009630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
